ISO_code,Vaccine,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
ETH,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.88,0.99
FJI,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.91,0.98
FRA,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.95,,0.95,
GMB,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.99,0.99,0.98,0.98,0.99
GEO,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.99
DEU,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88
GHA,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.93,0.99,0.93
GRC,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.94,0.99,0.99
GTM,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.88,0.78,0.99
GNB,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
GUY,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.94,0.98,0.98,0.94
HND,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.88,0.87,0.86,0.99
HUN,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.89,0.93,,0.95,0.96,0.98
ISL,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.96,0.96,0.96,0.95
JAM,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,0.99,0.48,0.39
JPN,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
JOR,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,
KAZ,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.62,0.7,0.93
KEN,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.88,0.88,0.88,0.81
KIR,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.7,0.97
KWT,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,0.97,0.97,0.97,0.97
LAO,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.79,0.8
LVA,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.88,0.84,0.88,0.86,0.91
LSO,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
LBR,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.72
LBY,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,
LUX,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.95,0.95,0.95,,0.97,,0.97
MDG,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.95,0.96,0.93
MWI,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.99,0.96,0.96,0.93
MLI,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.86,0.85,0.9
MHL,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.98,,0.83,0.72,0.7,0.95
MRT,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.88,0.85
MEX,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.93,0.97,0.99,,0.88,,0.92
FSM,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.89,0.92,0.92,0.88,0.92
MAR,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.91,0.86,0.99,0.99,0.97
MOZ,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.91,0.9
NAM,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.89
NPL,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
NZL,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,0.94,0.93,0.94,0.93,0.93
NIC,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.99
NER,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.88
NGA,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.77
NIU,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.99,0.99,,0.99
NOR,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,0.99,0.99,0.99,0.99
OMN,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.98,0.99,0.99,0.99
PAK,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.7,0.85
PLW,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.81,0.87,0.95,0.86,0.99,0.99,0.89
PAN,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.99,0.89,0.99,0.92,0.98,0.98
PNG,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
PRY,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.73,0.78,0.84
PER,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.95,0.97,0.99,0.97,0.99,0.98
PHL,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.47
PRT,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
QAT,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.99,0.99,0.99,0.99
KOR,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
MDA,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.83,0.77
RWA,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,0.99,0.99,0.99,0.99
SMR,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,
STP,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.99,0.98,0.98
SAU,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,0.98,0.98,0.99,0.98
SEN,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.94
SLE,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.8,0.98,0.88,0.95
SGP,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.72,0.79,0.84
SLB,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58
ZAF,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.88,0.98,0.97,,0.96,0.94
SDN,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.99,0.98
SWZ,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.81
CHE,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,0.84,0.85
TGO,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.91
TTO,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.91,0.94,0.87
TUR,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.97,0.97,0.96,0.98
UGA,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.88
ARE,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,0.99,0.99,0.99,0.99
GBR,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,
TZA,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.99,0.99
USA,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,0.97,,0.97
URY,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,0.99,0.99,0.97,0.96,0.99,0.99
UZB,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
VEN,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78
YEM,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.88,0.94,0.93,0.89
ZMB,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.94
ZWE,PCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.98,0.97
AFG,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.89
ALB,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.99,
AND,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.92
AGO,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.61,0.74
ATG,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,
ARG,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.86,0.89,0.82
ARM,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
AUS,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,0.91,0.91,0.91,0.93
AZE,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.94
BHS,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.01,0.01,0.37,0.97,0.96,0.95
BHR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.96,0.99,0.99,0.99,0.99,0.98,0.98
BGD,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
BRB,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.97
BLR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.99
BEL,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.84,,0.93,0.93,0.93,0.94
BEN,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.36,0.93,0.9,0.82
BOL,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.86
BWA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.65,0.81,0.71
BRA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.82,0.88,0.94,0.93,0.94
BGR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.94,0.94,0.94,0.92,0.9
BFA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.91
BDI,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.99,0.96,0.95,0.94
KHM,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77
CMR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.84,0.88,0.87,0.85
CAN,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.55,,0.66,0.97,0.79,,0.79
CAF,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.52,0.2,0.38,0.42
CHL,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.82,0.79,0.92,0.9
COL,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.46,0.84,0.87,0.89,0.91
COG,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.85,0.85,0.8
CRI,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.97,0.68,0.89,,0.83,
CIV,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.81
CYP,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81
COD,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.27,0.44,0.74,0.86
DNK,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.88,0.9,0.93,0.94,0.93,0.91
DJI,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.78,0.82
DOM,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.01,,,0.27,0.22
ECU,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.17,0.71,0.94,0.9,0.99,0.81
SLV,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.98,0.94,0.92,0.86,0.98
ETH,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.82,0.95
FJI,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.92,0.94
FIN,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92
FRA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.89,0.89,0.89,0.89,
GMB,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.93,0.98,0.96,0.96,0.97
GEO,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
DEU,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.15,0.41,0.68,0.85,0.85
GHA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.89,0.98,0.84
GRC,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.32,0.96,0.96
GTM,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.51,0.82
GNB,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
GUY,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.9,0.96,0.97,0.94
HND,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.88,0.87,0.85,0.99
HUN,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.9,0.92,0.93,0.91
ISL,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.89,0.9,0.91
IRL,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.9,0.91,0.91,0.92,0.92
ISR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.92,0.93,0.94,,
ITA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0.89
JAM,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,0.7,0.34,0.35
JPN,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
KAZ,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.52,0.58,0.74
KEN,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.82,0.84,0.81,0.75
KIR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.57,0.94
KWT,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.98,0.99,0.99,0.99,0.94,0.99
LAO,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.77
LVA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.55,,,
LSO,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62
LBR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.56
LBY,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,
LUX,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.86,0.86,0.86,0.95,0.95,0.95,0.95
MDG,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.88,0.85
MWI,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.89,0.87,0.88
MLI,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.87,0.76,0.79,0.77
MHL,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.24,,0.46,0.22,0.29,0.75
MRT,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.84,0.71
MEX,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.46,0.92,0.98,0.99,0.84,0.94,0.99
FSM,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.63,0.6,0.61,0.56,0.67
MAR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.23,0.72,0.8,0.8,0.95
MOZ,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.88,0.8
NAM,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81
NPL,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
NLD,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.96,0.96,0.96,0.96,0.95,0.94
NZL,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.89,0.92,0.92,0.93,0.93,0.93
NIC,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.99,0.99,0.99,0.99
NER,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.74
NGA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73
NIU,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.99,0.99,,0.99
NOR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.91,0.91,0.92,0.93,0.93,0.91,0.93
OMN,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.99,0.99,0.99,0.99,0.98,0.98
PAK,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.7,0.73
PLW,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.18,0.45,0.61,0.82,0.93,0.93,0.95
PAN,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.48,0.63,0.47,,,0.82
PNG,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
PRY,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.81,0.71,0.75
PER,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.83,0.82,0.89,0.85,0.86,0.9
PHL,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.3
QAT,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.97,0.98,0.92,0.99,0.93,0.95
KOR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
MDA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.72,0.71
RWA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.97,0.99,0.99,0.98,0.99
SMR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,
STP,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.95,0.96
SAU,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,0.98,0.98,0.98,0.98,0.98
SEN,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.89
SLE,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.8,0.92,0.83,0.86
SGP,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.69,0.75
SVK,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.99,0.98,0.97,0.96
SLB,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
ZAF,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1,0.58,0.8,0.88,0.87,0.9,0.95
SDN,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.97,0.93
SWZ,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.8
SWE,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,0.6,0.98,0.98,0.98,0.97
CHE,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.37,0.37,0.75,0.75,0.75,0.8,0.81
TGO,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.86
TTO,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.8,0.95,
TUR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.93,0.96,0.97,0.97,0.96,0.97
UGA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.77
ARE,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,0.99,0.99,0.99,0.99
GBR,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.89,0.9,0.92,0.93,0.93,0.93
TZA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.93,0.95
USA,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.93,0.92,0.94,0.92,0.92,0.93,0.93
URY,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.92,0.93,0.93,0.95,0.94
VEN,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
YEM,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.82,0.88,0.88,0.84
ZMB,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.81
ZWE,PCV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.95,0.91,0.95
AFG,Pol3,0.03,0.03,0.05,,0.16,0.15,0.11,0.25,0.35,0.33,0.25,0.23,,0.18,0.08,,0.31,0.28,0.28,0.27,0.24,0.35,0.36,0.41,0.5,0.58,0.58,0.63,0.64,0.63,0.66,0.82,0.87,0.9,0.9,0.97
ALB,Pol3,,0.92,,0.92,0.92,0.94,0.94,0.94,0.96,0.96,,0.82,0.97,0.98,0.98,0.98,0.99,0.99,0.97,0.97,0.97,0.97,0.98,0.97,0.98,0.97,0.97,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.98,
DZA,Pol3,,0.3,,,,,,0.66,,0.81,0.81,0.82,0.78,0.73,0.75,0.83,0.77,0.79,0.8,0.83,,0.89,0.86,0.87,0.86,0.88,0.95,0.95,0.92,,0.95,0.95,0.95,0.95,0.95,0.95
AND,Pol3,,,,,,,,,,,,,,,,,,0.9,0.9,0.95,0.95,0.95,0.95,0.99,0.99,0.98,0.93,0.96,0.99,0.99,0.99,0.99,0.99,0.97,0.97,0.97
AGO,Pol3,,,,,,,,0.16,0.13,0.19,0.23,0.26,0.21,0.28,0.28,0.41,0.26,0.38,0.45,0.21,0.33,0.44,0.42,0.45,0.57,0.46,0.44,0.83,0.75,0.73,0.92,0.85,0.88,0.8,0.81,0.83
ATG,Pol3,0.36,0.47,0.86,0.99,0.93,0.99,0.96,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.99,0.93,0.99,0.97,0.98,0.99,0.98,0.99,0.98,0.99,0.99,0.97,0.98,0.96,0.86
ARG,Pol3,0.33,0.4,0.48,0.79,0.72,0.73,0.79,0.85,0.9,0.86,0.9,0.86,0.85,0.82,0.85,0.9,0.9,0.92,0.9,0.91,0.88,0.85,0.94,0.95,0.91,0.95,0.92,0.92,0.94,0.97,0.95,0.93,0.9,0.9,0.92,0.93
ARM,Pol3,,,,,,,,,,,0.93,0.92,0.92,0.92,0.92,0.93,0.97,0.95,0.96,0.97,0.96,0.97,0.96,0.96,0.93,0.92,0.87,0.9,0.91,0.94,0.96,0.96,0.96,0.96,0.95,0.96
AUS,Pol3,0.17,,,0.94,,,,,,,0.72,,,,,0.86,0.86,0.77,0.83,0.88,0.9,0.91,0.92,0.93,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.91,0.92,0.93
AUT,Pol3,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.95,,,0.71,0.83,0.82,0.84,0.83,0.86,0.83,0.85,0.83,0.83,,,,,0.98,
AZE,Pol3,,,,,,,,,,,0.9,0.93,0.88,0.94,0.93,0.96,0.97,0.98,0.98,0.99,0.98,0.99,0.99,0.99,0.97,0.97,0.97,0.97,0.98,0.96,0.96,0.98,0.96,0.96,0.97,0.98
BHS,Pol3,0.35,0.53,0.67,0.65,0.69,0.84,0.81,0.76,0.84,0.82,0.82,0.91,0.92,0.91,0.91,0.86,0.85,0.86,0.88,0.82,0.91,0.98,0.93,0.93,0.92,0.93,0.94,0.95,0.93,0.97,0.97,0.97,0.99,0.97,0.96,0.95
BHR,Pol3,0.92,0.59,0.65,,0.83,0.64,0.8,0.88,0.96,0.96,0.94,0.99,0.94,0.94,0.96,0.95,0.96,0.98,0.98,0.97,0.97,0.99,0.98,0.97,0.98,0.98,0.98,0.97,0.97,0.97,0.99,0.99,0.99,0.99,0.98,0.98
BGD,Pol3,,,0.01,0.01,0.01,0.02,0.04,0.08,0.16,0.49,0.69,0.84,0.98,0.91,0.95,0.92,0.98,0.98,0.78,0.66,0.68,0.66,0.7,0.72,0.96,0.84,0.92,0.93,0.93,0.94,0.94,0.95,0.95,0.92,0.93,0.93
BRB,Pol3,0.99,0.54,0.63,0.62,0.77,0.88,0.8,0.68,0.73,0.8,0.9,0.84,0.89,0.88,0.91,0.93,0.85,0.96,0.93,0.86,0.86,0.93,0.86,0.9,0.93,0.91,0.85,0.93,0.85,0.93,0.9,0.91,0.88,0.91,0.95,0.97
