ISO_code,Vaccine,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
BLR,Pol3,0.8,0.81,0.83,0.82,0.82,0.83,0.84,0.86,0.87,0.9,0.9,0.9,0.9,0.91,0.92,0.96,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.9,0.99,0.98,0.97,0.9,0.98,0.99,0.99,0.99,0.98,0.98,0.97,0.99
BEL,Pol3,,0.99,0.9,0.9,0.95,,0.99,0.97,0.95,0.95,0.95,0.93,,0.94,,0.92,0.94,,,,0.96,0.96,0.96,0.96,0.96,0.97,0.99,0.99,0.99,0.98,0.98,0.98,0.99,0.99,0.99,0.99
BLZ,Pol3,0.44,0.54,0.65,0.61,0.61,0.61,0.84,0.58,0.63,0.74,0.86,0.8,0.89,0.86,0.84,0.83,0.85,0.85,0.87,0.84,0.91,0.96,0.93,0.95,0.97,0.96,0.98,0.97,0.94,0.98,0.96,0.95,0.98,0.95,0.95,0.94
BEN,Pol3,,,,,,0.16,0.17,0.25,0.3,0.48,0.78,0.68,0.79,0.77,0.86,0.89,0.8,0.78,0.81,0.9,0.88,0.84,0.93,0.88,0.89,0.93,0.93,0.97,0.94,0.98,0.98,0.99,0.85,0.93,0.9,0.82
BTN,Pol3,0.04,0.11,0.1,0.14,0.52,0.52,0.54,0.63,0.77,0.76,0.84,0.95,0.71,0.77,0.84,0.86,0.86,0.87,0.85,0.89,0.98,0.88,0.89,0.96,0.9,0.95,0.96,0.93,0.96,0.96,0.95,0.95,0.97,0.97,0.98,0.98
BOL,Pol3,0.14,0.13,0.12,0.1,0.46,0.3,0.31,0.28,0.4,0.49,0.5,0.67,0.84,0.83,0.85,0.9,0.82,0.78,0.75,0.89,0.89,0.9,0.99,0.94,0.84,0.84,0.82,0.82,0.82,0.84,0.8,0.82,0.79,0.8,0.85,0.88
BIH,Pol3,,,,,,,,,,,,0.93,0.65,0.45,0.69,0.69,,0.8,0.89,0.9,0.87,0.92,0.92,,0.87,0.95,0.91,0.95,0.92,0.9,0.91,0.89,0.87,,0.86,0.74
BWA,Pol3,,0.72,0.7,0.69,0.68,0.67,0.61,0.47,0.51,0.54,0.53,0.5,0.58,0.57,0.78,0.8,0.81,0.8,0.73,0.72,0.85,0.75,0.85,0.91,0.88,0.99,0.99,0.85,0.99,0.83,0.99,0.99,0.98,0.86,0.86,0.74
BRA,Pol3,0.69,0.39,0.51,0.55,0.55,0.52,0.51,0.53,0.57,0.54,0.58,0.67,0.65,0.64,0.7,0.79,0.8,0.89,0.95,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.99,0.96,0.98
BRN,Pol3,0.89,,0.99,0.9,0.94,0.88,0.86,,,,0.99,,0.95,0.99,,,,0.99,0.98,0.97,0.99,0.99,0.99,0.99,0.92,0.99,0.99,0.95,0.99,0.99,0.99,0.99,0.9,0.99,0.99,0.99
BGR,Pol3,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.81,0.99,0.97,0.94,0.97,0.95,0.96,0.96,0.97,0.94,0.94,0.94,0.96,0.94,0.97,0.96,0.95,0.96,0.94,0.94,0.95,0.95,0.95,0.88,0.91
BFA,Pol3,,0.02,,,,,0.21,0.34,0.23,,,,0.39,0.47,0.41,0.47,0.48,0.7,0.4,0.34,0.57,0.68,0.69,0.83,0.83,0.94,0.94,0.99,0.99,0.99,0.9,0.9,0.9,0.89,0.91,0.91
BDI,Pol3,,0.39,0.43,0.35,0.21,0.58,0.54,0.71,0.7,0.86,0.97,0.89,0.81,0.64,0.49,0.62,0.52,0.6,0.51,0.59,0.69,0.56,0.86,0.91,0.76,0.82,0.88,0.93,0.89,0.96,0.94,0.99,0.96,0.96,0.95,0.94
CPV,Pol3,,,,,,0.39,0.6,0.87,0.85,0.99,0.87,0.99,0.99,0.99,,0.73,0.73,0.77,0.79,0.7,0.86,0.77,0.94,0.87,0.76,0.72,0.72,0.81,0.82,0.74,0.99,0.9,0.94,0.93,0.95,0.93
KHM,Pol3,,,,,,,,0.57,0.45,0.48,0.38,0.39,0.32,0.36,0.54,0.8,0.76,0.7,0.64,0.65,0.62,0.59,0.54,0.69,0.86,0.82,0.8,0.82,0.91,0.95,0.92,0.94,0.95,0.77,0.98,0.98
CMR,Pol3,,0.05,,0.25,0.26,,,,0.19,,0.34,0.33,0.37,0.34,0.36,0.46,0.43,0.47,0.48,0.48,0.49,0.43,0.63,0.72,0.72,0.79,0.78,0.81,0.82,0.79,0.83,0.8,0.85,0.88,0.86,0.83
CAN,Pol3,,,,,,,,0.85,,,,,,0.9,0.89,0.87,0.9,0.86,0.9,,,,0.88,0.88,0.91,,0.95,0.9,0.8,0.83,0.83,0.87,0.99,0.91,,0.91
CAF,Pol3,0.13,0.11,0.14,0.16,0.17,0.2,0.19,0.18,0.3,0.43,0.57,0.65,0.3,,0.4,0.5,0.53,0.51,0.47,0.33,0.31,0.22,0.13,0.26,0.49,0.53,0.91,0.83,0.56,0.76,0.58,0.67,0.55,0.28,0.5,0.46
TCD,Pol3,,,,,,,,0.13,0.12,0.19,0.16,0.18,0.1,0.12,0.18,0.18,0.2,0.24,0.24,0.34,0.29,0.24,0.4,0.48,0.47,0.57,0.73,0.66,0.41,0.68,0.75,0.67,0.73,0.8,0.81,0.89
CHL,Pol3,0.93,0.99,0.99,0.89,0.99,0.99,0.9,0.93,0.96,0.95,0.95,0.94,0.9,0.9,0.94,0.94,0.91,0.9,0.9,0.95,0.91,0.96,0.97,0.96,0.94,0.92,0.94,0.95,0.95,0.94,0.92,0.93,0.9,0.9,0.95,0.96
CHN,Pol3,,,0.8,0.81,0.78,0.87,0.68,0.78,0.96,0.96,0.98,0.96,0.95,0.95,0.94,0.94,0.96,0.97,0.98,0.85,0.9,0.79,0.98,0.98,0.99,0.87,0.94,0.94,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
COL,Pol3,0.16,0.22,0.27,0.44,0.68,0.61,0.53,0.82,0.94,0.9,0.93,0.91,0.84,0.85,0.92,0.94,0.93,0.85,0.75,0.77,0.82,0.83,0.83,0.92,0.89,0.93,0.94,0.93,0.92,0.92,0.88,0.85,0.91,0.91,0.9,0.91
COM,Pol3,,,,,0.32,,0.24,0.73,0.44,0.78,0.94,0.55,0.46,0.7,0.58,0.78,0.6,0.48,0.75,,0.7,0.7,0.98,0.8,0.73,0.67,0.69,0.75,0.81,0.84,0.82,0.85,0.85,0.82,0.79,0.81
COG,Pol3,,0.42,,,,,0.68,0.57,0.5,0.66,0.94,0.77,0.65,0.6,,0.47,0.75,0.21,,0.29,,0.32,0.41,0.5,0.67,0.65,0.79,0.8,0.89,0.91,0.9,0.9,0.85,0.85,0.9,0.8
COK,Pol3,0.39,,0.57,0.47,0.96,0.91,0.82,0.82,0.94,0.89,0.83,0.87,0.87,0.99,0.86,0.93,0.75,0.93,0.93,0.92,0.92,0.9,0.97,0.95,0.99,0.99,0.99,0.99,0.99,0.82,0.99,0.93,0.98,0.98,0.99,0.99
CRI,Pol3,0.86,0.85,0.8,0.86,0.94,0.88,0.87,0.92,0.86,0.86,0.95,0.89,0.91,0.88,0.88,0.84,0.85,0.97,0.85,0.84,0.8,0.92,0.94,0.88,0.9,0.91,0.89,0.89,0.89,0.8,0.96,0.82,0.9,0.95,0.91,0.92
CIV,Pol3,,,,,,,,0.71,,0.42,0.56,0.51,0.49,0.5,0.41,0.41,0.55,0.7,0.64,0.58,0.61,0.59,0.72,0.48,0.5,0.56,0.76,0.75,0.58,0.77,0.81,0.58,0.94,0.98,0.85,0.88
HRV,Pol3,,,,,,,,,,,,0.85,0.85,0.86,0.87,0.9,0.91,0.92,0.93,0.93,0.94,0.94,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.97,0.96,0.96,0.96,0.95,0.94
CUB,Pol3,0.99,0.97,0.83,0.94,0.95,0.88,0.99,0.86,0.98,0.96,0.94,0.97,0.99,0.97,0.96,0.95,0.89,0.97,0.97,0.96,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,
CYP,Pol3,0.35,0.44,0.27,0.36,0.31,,0.91,0.93,0.9,0.93,,,,,,0.96,0.98,0.98,,,0.97,,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.97
CZE,Pol3,,,,,,,,,,,,0.99,0.99,0.99,0.98,0.98,0.98,0.97,0.97,0.98,0.97,0.97,0.97,0.97,0.96,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.97
PRK,Pol3,0.5,0.51,0.51,0.52,0.52,0.65,0.62,0.7,0.58,,0.99,0.98,0.99,0.99,0.99,0.96,0.99,0.96,0.96,0.99,0.98,0.98,0.99,0.99,0.99,0.97,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99
COD,Pol3,0.46,0.54,0.61,0.66,0.66,0.68,0.39,0.38,0.41,0.38,0.36,0.16,0.31,0.29,0.29,0.24,0.18,0.18,0.18,0.21,0.42,0.33,0.45,0.55,0.63,0.73,0.78,0.87,0.77,0.9,0.88,0.9,0.89,0.87,0.92,0.91
DNK,Pol3,0.99,0.98,0.99,0.98,0.96,0.99,0.94,0.99,0.99,0.98,0.99,0.98,0.98,0.96,0.99,0.97,0.99,0.99,0.99,0.99,0.97,0.97,0.98,0.96,0.95,0.93,0.93,0.87,,0.89,0.9,0.91,0.94,0.94,0.94,0.93
DJI,Pol3,,,0.06,,0.21,0.3,0.26,0.6,0.65,0.77,0.85,0.81,0.84,0.41,0.57,0.63,0.49,0.62,0.23,0.24,0.46,0.49,0.62,0.68,0.64,0.71,0.72,0.88,0.89,0.89,0.88,0.87,0.81,0.82,0.78,0.84
DMA,Pol3,0.53,0.97,0.73,0.92,0.82,0.89,0.92,0.95,0.97,0.94,0.94,0.94,0.99,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.98,0.88,0.93,0.95,0.99,0.99,0.99,0.97,0.96,0.97,0.98
DOM,Pol3,0.46,0.42,0.43,0.22,0.99,0.39,0.79,0.79,0.65,0.7,0.9,0.64,0.63,0.82,0.98,0.73,0.8,0.81,0.8,0.84,0.67,0.87,0.86,0.73,0.7,0.86,0.88,0.86,0.86,0.85,0.85,0.84,0.85,0.82,0.9,0.87
ECU,Pol3,0.19,0.27,0.35,0.32,0.47,0.39,0.43,0.51,0.57,0.64,0.77,0.67,0.79,0.79,0.78,0.69,0.88,0.77,0.83,0.7,0.84,0.92,0.9,0.99,0.93,0.93,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.87,0.84,0.84
EGY,Pol3,0.84,0.84,0.81,,0.78,0.84,0.89,0.82,0.89,0.9,0.87,0.86,0.89,0.89,0.91,0.9,0.91,0.94,0.95,0.97,0.98,0.99,0.97,0.98,0.97,0.98,0.98,0.98,0.97,0.97,0.97,0.97,0.93,0.97,0.94,0.93
SLV,Pol3,0.42,0.38,0.42,0.2,0.3,0.54,0.51,0.57,0.63,0.64,0.8,0.61,0.61,0.79,0.89,0.94,0.94,0.97,0.99,0.92,0.98,0.94,0.81,0.93,0.9,0.89,0.96,0.99,0.98,0.89,0.89,0.9,0.93,0.92,0.93,0.92
GNQ,Pol3,,,,,,0.04,0.04,,0.46,0.15,,,0.64,0.6,,0.64,0.64,0.81,,0.4,0.32,0.33,0.72,0.42,0.46,0.34,0.35,0.42,0.73,0.68,0.39,0.53,0.4,0.4,0.52,0.27
ERI,Pol3,,,,,,,,,,,,,,0.28,0.36,0.35,0.46,0.6,0.6,0.56,0.52,0.65,0.7,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.94,0.94,0.94,0.94,0.95
EST,Pol3,0.84,0.84,0.82,0.83,0.83,0.85,0.88,,,,0.68,0.72,0.71,0.67,0.76,0.8,0.86,0.86,0.88,0.91,0.93,0.94,0.94,0.95,0.95,0.96,0.95,0.95,0.95,0.95,0.94,0.93,0.94,0.94,0.93,0.93
ETH,Pol3,0.03,0.03,0.03,0.04,0.04,0.06,0.07,0.16,0.16,0.26,0.49,0.21,0.12,0.28,0.36,0.57,0.42,0.41,0.37,0.4,0.42,0.5,0.51,0.52,0.65,0.66,0.69,0.71,0.75,0.75,0.86,0.87,,0.8,0.84,0.94
FJI,Pol3,0.55,0.58,0.6,0.64,0.72,0.68,0.73,0.92,0.99,0.78,0.87,0.99,,0.96,0.84,0.99,0.99,0.88,0.88,,,0.99,0.99,0.99,0.76,0.8,0.83,0.84,0.99,0.76,0.86,0.84,0.91,0.98,0.98,0.94
FIN,Pol3,,0.9,0.78,0.78,,,0.95,,0.99,0.9,0.9,0.97,0.99,0.99,0.98,0.99,0.99,0.95,0.95,0.95,0.95,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.97,0.99,,0.99,0.99,0.98,,0.97
FRA,Pol3,,0.8,,0.92,0.97,,0.97,,0.81,0.84,0.95,0.95,0.95,0.95,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.97,0.96,0.99,0.98,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,
GAB,Pol3,,,0.48,0.14,0.31,0.48,0.48,0.59,0.65,0.71,0.78,0.72,0.66,0.65,0.59,0.7,0.61,0.54,0.37,0.31,0.52,0.37,0.54,0.4,0.16,0.37,0.48,0.78,0.81,0.74,0.68,0.75,0.8,0.77,0.68,0.79
GMB,Pol3,0.53,0.66,0.76,0.7,0.78,0.62,0.67,0.8,0.88,0.92,0.94,0.94,0.94,0.96,0.97,0.98,0.97,0.99,0.95,0.88,0.92,0.87,0.95,0.95,0.95,0.95,0.95,0.85,0.88,0.92,0.96,0.95,0.98,0.98,0.97,0.96
GEO,Pol3,,,,,,,,,,,0.87,0.45,0.68,0.82,0.82,0.82,0.94,0.98,0.95,0.98,0.98,0.81,0.9,0.74,0.66,0.82,0.89,0.88,0.9,0.93,0.88,0.88,0.93,0.94,0.91,0.91
DEU,Pol3,,0.8,,,,0.8,0.95,0.95,0.94,,0.85,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.94,0.94,0.94,0.96,0.97,0.96,0.96,0.95,0.94,0.95,0.95,0.95,0.95
GHA,Pol3,0.07,0.25,0.25,0.23,0.19,,0.13,0.18,0.37,0.36,0.5,0.4,0.39,0.47,0.48,0.5,0.52,0.61,0.69,0.72,0.83,0.79,0.99,0.8,0.81,0.85,0.84,0.94,0.92,0.94,0.94,0.91,0.91,0.91,0.98,0.84
GRC,Pol3,0.9,0.95,,,0.98,0.96,0.97,0.97,0.98,0.96,0.96,0.77,0.95,0.95,0.95,0.95,0.95,0.95,,0.87,,,,,,,,0.99,0.99,0.99,,0.99,0.99,0.99,0.99,0.99
GRD,Pol3,0.32,0.41,0.61,0.72,0.75,0.77,0.92,0.81,0.64,0.86,0.69,0.82,0.9,0.91,0.95,0.77,0.8,0.95,0.95,0.87,0.97,0.96,0.98,0.98,0.84,0.99,0.91,0.99,0.99,0.99,0.94,0.95,0.98,0.99,0.81,0.99
GTM,Pol3,0.43,0.42,0.45,0.44,0.48,0.24,0.39,0.18,0.58,0.64,0.74,0.69,0.7,0.77,0.73,0.8,0.73,0.83,0.88,0.88,0.93,0.93,0.95,0.94,0.95,0.92,0.92,0.85,0.96,0.92,0.94,0.88,0.94,0.92,0.65,0.9
GIN,Pol3,,,,,,,0.01,,,0.17,0.2,0.41,0.52,,0.73,0.73,0.48,0.53,0.56,0.57,0.57,0.57,0.58,0.71,0.68,0.88,0.88,0.8,0.9,0.9,0.9,0.85,0.97,0.9,0.6,0.6
GNB,Pol3,,,,,0.04,0.18,0.3,0.54,0.7,0.58,0.6,0.63,0.66,0.64,0.69,0.45,0.54,0.6,,0.12,,0.52,0.5,0.75,0.8,0.8,0.74,0.91,0.59,0.89,0.83,0.9,0.9,0.96,0.83,0.9
GUY,Pol3,0.42,0.37,0.73,0.62,0.67,0.77,0.67,0.77,0.69,0.79,0.79,0.81,0.87,0.92,0.9,0.87,0.83,0.88,0.9,0.83,0.79,0.9,0.93,0.91,0.91,0.93,0.92,0.94,0.93,0.97,0.95,0.93,0.97,0.98,0.97,0.92
HTI,Pol3,0.08,0.05,0.06,0.06,0.13,0.19,0.24,0.28,0.48,0.5,0.4,,0.3,0.3,0.27,0.32,,0.32,0.37,0.58,0.58,0.53,0.41,0.48,0.61,0.65,0.75,0.66,0.58,0.65,0.62,0.79,0.8,0.92,0.75,0.76
HND,Pol3,0.31,0.36,0.47,0.51,0.73,0.58,0.63,0.61,0.7,0.86,0.87,0.93,0.94,0.95,0.95,0.94,0.94,0.93,0.97,0.95,0.88,0.99,0.95,0.92,0.94,0.98,0.94,0.94,0.93,0.98,0.99,0.99,0.88,0.87,0.85,0.99
HUN,Pol3,0.98,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
ISL,Pol3,,0.99,0.98,0.97,0.99,,0.99,,0.99,0.99,0.99,0.99,0.94,0.99,0.99,0.99,0.99,0.99,,,0.98,0.92,,0.97,0.99,0.95,0.97,0.97,0.98,0.96,,0.95,0.89,0.91,0.9,0.92
IND,Pol3,0.42,0.99,0.87,0.99,0.82,0.94,0.73,0.83,0.88,0.99,0.99,0.91,0.91,0.94,0.95,0.92,0.93,0.94,0.9,0.57,0.57,0.58,0.58,0.57,0.58,0.65,0.66,0.67,0.69,0.73,0.76,0.79,0.79,0.82,,0.86
IDN,Pol3,,,0.01,0.06,0.12,0.24,0.44,0.65,0.73,0.77,0.89,0.92,0.95,0.91,0.93,0.89,0.89,0.87,0.93,0.9,0.74,0.77,0.74,0.9,0.79,0.91,0.84,0.84,0.91,0.89,0.93,0.92,0.78,0.87,0.95,0.85
IRN,Pol3,0.38,0.47,0.74,0.34,0.34,0.63,0.58,0.58,0.88,0.82,0.9,0.88,0.97,0.99,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.95,0.99,0.99,0.98,0.95,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98
IRQ,Pol3,0.16,0.16,0.02,0.16,,,0.91,0.76,0.86,0.97,0.83,0.63,0.81,0.88,0.87,0.91,0.95,0.92,0.86,0.89,0.86,0.82,0.82,0.58,0.8,0.83,0.76,0.85,0.8,0.86,0.83,0.89,0.79,0.79,0.76,0.72
IRL,Pol3,0.72,0.76,0.79,0.76,0.74,0.9,,,0.72,0.81,0.81,,,,,,,0.76,0.84,0.86,0.86,0.84,0.83,0.86,0.89,0.9,0.91,0.92,0.93,0.94,0.94,0.95,0.95,0.96,0.96,0.95
ISR,Pol3,0.85,0.93,0.93,0.88,0.87,0.86,0.93,0.93,0.94,0.93,0.93,0.94,0.96,0.97,0.97,0.96,0.95,0.95,0.96,0.94,0.92,0.92,0.93,0.93,0.95,0.95,0.94,0.95,0.94,0.96,0.95,0.94,0.94,0.94,,
ITA,Pol3,,,,0.9,0.9,0.9,0.95,0.81,0.85,0.75,0.98,0.98,0.97,0.97,0.98,0.98,0.97,0.98,0.96,0.97,0.97,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.93
JAM,Pol3,0.34,0.37,0.72,0.47,0.57,0.58,0.74,0.82,0.83,0.84,0.87,0.86,0.75,0.93,0.93,0.91,0.92,0.9,0.85,0.84,0.86,0.91,0.86,0.81,0.75,0.84,0.86,0.85,0.87,0.9,0.94,0.93,0.96,0.86,0.93,0.91
JPN,Pol3,,,0.95,,0.95,,,0.95,,0.93,0.9,0.94,0.94,0.91,,0.97,0.99,0.97,,,0.99,0.81,0.99,0.97,0.97,0.95,0.95,0.95,0.95,0.99,0.98,0.96,0.99,0.99,0.99,0.99
JOR,Pol3,0.32,0.87,0.84,0.77,0.41,0.54,0.88,0.89,0.98,0.94,0.92,0.92,0.96,0.94,0.96,0.99,0.99,0.99,0.99,0.85,0.94,0.97,0.95,0.97,0.95,0.95,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99
KAZ,Pol3,,,,,,,,,,,0.85,0.84,0.87,0.69,0.69,0.94,0.98,0.99,0.99,0.99,0.97,0.95,0.95,0.99,0.99,0.99,0.99,0.94,0.99,0.99,0.98,0.99,0.99,0.98,0.95,0.98
KEN,Pol3,,,,,,0.7,0.72,,0.24,0.34,0.44,0.44,0.4,0.43,0.52,0.84,0.77,0.36,0.64,0.81,0.62,0.78,0.83,0.75,0.73,0.7,0.77,0.76,0.85,0.71,0.83,0.88,0.82,0.84,0.81,0.71
KIR,Pol3,0.1,0.2,0.4,0.25,0.23,0.15,,0.05,0.62,0.86,0.97,0.76,0.9,0.99,0.81,0.58,0.82,0.93,0.83,0.77,0.9,0.88,,0.94,0.61,0.5,0.86,0.93,0.74,0.84,0.95,0.95,0.92,0.91,0.79,0.76
KWT,Pol3,0.7,0.79,0.84,0.9,0.89,0.91,0.91,0.93,0.94,0.94,,,,0.97,0.99,0.99,0.99,0.99,0.94,0.94,0.94,,,0.99,,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.94,0.99
KGZ,Pol3,,,,,,,,,,,0.99,0.87,0.91,0.69,0.84,0.96,0.94,0.99,0.97,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.93,0.94,0.95,0.96,0.88,0.94,0.94,0.97,0.95,0.97
LAO,Pol3,,,,,0.24,0.04,0.06,0.1,0.17,0.22,0.26,0.22,0.27,0.26,0.58,0.64,0.68,0.69,0.67,0.64,0.57,0.55,0.55,0.52,0.46,0.5,0.8,0.46,0.6,0.67,0.76,0.79,0.78,0.86,0.88,0.89
LVA,Pol3,,0.95,0.91,0.92,0.91,0.93,0.93,0.93,0.92,0.91,0.92,0.91,0.95,0.83,0.98,0.98,0.93,0.92,0.94,0.95,0.96,0.97,0.98,0.98,0.99,0.99,0.96,0.94,0.94,0.94,0.92,0.92,0.91,0.94,0.92,0.95
LBN,Pol3,,,0.09,,0.04,0.6,0.3,0.91,0.33,0.78,0.82,0.86,0.89,0.87,,0.94,0.94,0.92,0.96,0.94,0.9,0.93,0.92,0.92,,0.48,0.46,0.52,0.94,0.93,0.94,0.96,0.96,0.99,0.97,0.9
LSO,Pol3,,0.58,0.68,0.8,0.6,0.68,0.68,0.71,0.94,0.8,0.73,0.67,0.66,0.7,0.57,0.49,0.48,0.54,0.66,0.57,0.67,0.64,0.6,0.62,0.77,0.9,0.9,0.91,0.91,0.72,0.73,0.69,0.66,0.66,0.67,0.65
LBR,Pol3,,0.26,,,,,,0.28,,,,,,,,0.45,0.45,0.25,0.19,0.25,0.52,0.61,0.5,0.39,0.33,0.77,0.87,0.84,0.92,0.92,0.6,0.77,0.93,0.88,0.62,0.65
LBY,Pol3,0.6,0.67,0.72,0.79,0.81,0.81,0.82,0.82,0.84,0.87,0.84,0.87,0.9,0.96,0.95,0.95,0.96,0.96,0.95,0.94,,0.94,0.94,,0.97,0.98,0.98,0.98,0.98,0.98,,,0.98,,0.97,
LTU,Pol3,,,,,,,,,0.84,0.87,0.77,0.79,0.88,0.86,0.88,0.89,0.93,0.95,0.88,0.88,0.92,0.97,0.97,0.91,0.9,0.93,0.94,0.95,0.96,0.98,0.95,0.92,0.93,0.93,0.93,0.93
LUX,Pol3,,,,0.9,,,,0.9,0.9,0.9,0.9,,0.9,,,,0.98,0.98,,,,,,0.99,0.99,0.99,0.99,0.96,0.96,0.96,0.96,0.96,0.99,0.99,0.99,0.99
MDG,Pol3,,,0.08,0.11,0.13,0.21,0.28,0.34,0.41,0.47,0.69,0.51,0.64,0.66,0.64,0.73,0.73,0.6,0.59,0.71,0.81,0.37,0.61,0.86,0.79,0.87,0.92,0.95,0.9,0.89,0.85,0.88,0.86,0.88,0.88,0.86
MWI,Pol3,0.28,0.57,0.37,0.58,0.53,0.56,0.74,0.86,0.72,0.9,0.93,0.96,0.98,0.91,0.98,0.89,0.82,0.94,0.93,0.77,0.73,0.86,0.79,0.85,0.94,0.94,0.99,0.88,0.92,0.93,0.86,0.97,0.95,0.89,0.87,0.88
MYS,Pol3,0.67,0.69,0.66,0.55,0.55,0.56,0.62,0.68,0.67,0.84,0.9,0.91,0.91,0.91,0.94,0.94,0.94,0.94,0.93,0.93,0.95,0.97,0.95,0.93,0.95,0.94,0.96,0.9,0.96,0.95,0.95,0.95,0.99,0.97,0.97,0.99
MDV,Pol3,,0.01,0.01,,0.1,0.28,0.42,0.42,0.86,0.91,0.94,0.97,0.98,0.98,0.97,0.97,0.96,0.97,0.97,0.98,0.98,0.97,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.97,0.96,0.99,0.99,0.99,0.99
MLI,Pol3,,,,,,0.08,0.03,0.08,0.18,0.26,0.42,0.34,0.38,0.46,0.39,0.49,0.53,0.52,0.56,0.47,0.54,0.61,0.74,0.79,0.86,0.98,0.97,0.94,0.99,0.86,0.89,0.87,0.9,0.79,0.85,0.91
MLT,Pol3,,0.75,,,0.9,0.84,0.73,0.87,0.79,0.88,0.86,0.86,0.81,0.83,0.78,0.92,0.92,,0.92,,0.94,0.7,0.95,0.95,0.89,0.94,0.83,0.76,0.72,0.73,0.76,0.96,0.99,0.99,0.99,0.97
MHL,Pol3,,,,,,,,0.33,0.37,,0.89,0.71,,0.52,0.62,0.64,0.77,0.71,0.86,0.86,0.36,0.73,0.8,0.8,0.68,0.88,0.95,0.91,,0.99,0.95,,0.8,0.36,0.77,0.85
MRT,Pol3,,0.18,,,,,0.11,0.1,0.24,0.28,0.33,0.28,0.39,0.44,0.5,0.5,0.5,0.28,,0.26,0.31,0.58,0.8,0.75,0.68,0.71,0.68,0.75,0.73,0.63,0.52,0.73,0.8,0.8,0.84,0.67
MUS,Pol3,0.9,0.83,0.96,0.91,0.87,0.91,0.97,0.96,0.87,0.86,0.86,0.91,0.88,0.89,0.89,0.93,0.9,0.9,0.9,0.85,0.88,0.93,,0.99,0.98,0.97,0.98,0.96,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98
MEX,Pol3,0.91,0.99,0.99,0.88,0.99,0.67,0.96,0.97,0.95,0.96,0.66,0.87,0.92,0.83,0.92,0.92,0.95,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.95,0.95,0.97,0.99,0.83,0.87,0.87
FSM,Pol3,,,,,,,,0.56,0.71,,0.85,0.78,,0.79,0.81,0.81,,0.75,0.79,0.76,0.85,0.79,,0.88,0.82,0.94,0.81,0.79,0.88,0.88,0.85,0.83,0.81,0.81,0.78,0.7
MCO,Pol3,,,,,,,,,0.99,0.99,0.99,0.98,0.98,,0.99,0.99,,,,0.99,,,0.99,,,,,,,,,,,,,
MNG,Pol3,0.92,0.99,0.99,0.5,0.77,0.99,0.9,0.71,0.7,0.77,0.87,0.78,0.54,0.79,0.77,0.86,0.9,0.92,0.94,0.94,0.94,0.95,0.98,0.98,0.99,0.99,0.98,0.99,0.95,0.96,0.96,0.99,0.99,0.98,0.99,0.99
MNE,Pol3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.92,0.95,0.91,0.93,0.95,0.94,0.94,0.91,0.89
